Date,ATA,ATA4,FC,MEPN,EC,Station,Campus,RS,CURR_ALLOC,QOH,QIT,OQAS,IQAS,QUB,QRI,Campus_Rec_Alloc,Campus_Alloc,Campus_QOH,Campus_QIT,Campus_OQAS,Campus_IQAS,Campus_QUB,Campus_QRI,Bin_Balance,Empty_Bin,RS_Campus,RS_Rec_Alloc,RS_Alloc,RS_QOH,RS_QIT,RS_OQAS,RS_IQAS,RS_QUB,RS_QRI,SO_MEPN,SO_Date,ORDER_STATUS_IND,SO_Qty,Fill_Station,FS_Campus,FS_Rec_Alloc,FS_Alloc,FS_QOH,FS_QIT,FS_IQAS,FS_OQAS,FS_QUB,FS_QRI,Campus_SO_Qty,Action,Aged_SO,Mgr_Name,Planner_Name
3/12/2019,30,3013,31,31-3013-9-9002,0,DEN,DEN,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,4,2,0,0,0,0,1,0,31-3013-9-9002,3/3/2019,O,1,MCO,NULL,0,0,1,0,0,0,0,0,1,NULL,No,Robert Aten,Karl Rathkamp
3/12/2019,30,3013,31,31-3013-9-9002,0,SEA,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,4,2,0,0,0,0,1,0,31-3013-9-9002,2/25/2019,O,1,ORJ,ORD,5,2,0,0,0,0,1,0,0,Flip,No,Robert Aten,Karl Rathkamp
3/12/2019,30,3013,31,31-3013-9-9002,0,SFO,SFO,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,4,2,0,0,0,0,1,0,31-3013-9-9002,2/26/2019,O,1,ORJ,ORD,5,2,0,0,0,0,1,0,1,Flip,No,Robert Aten,Karl Rathkamp
3/12/2019,30,3023,31,31-3023-9-9001,1,SMB,SFO,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,10,1,1,0,0,0,0,0,31-3023-9-9001,2/19/2019,O,1,PDX,NULL,1,0,1,0,0,0,0,0,1,NULL,No,Robert Aten,Karl Rathkamp
3/12/2019,30,3046,31,31-3046-9-0001,1,DEN,DEN,ORJ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Under,Yes,ORD,0,1,1,0,0,0,0,0,31-3046-9-0001,2/26/2019,O,1,ORJ,ORD,0,1,1,0,0,0,0,0,1,NULL,No,Robert Aten,Karl Rathkamp
3/12/2019,30,3046,31,31-3046-9-0002,1,ORD,ORD,ORJ,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Robert Aten,Karl Rathkamp
3/12/2019,30,3046,31,31-3046-9-0002,1,SMB,SFO,ORJ,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3046-9-0002,3/4/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,No,Robert Aten,Karl Rathkamp
3/12/2019,31,3123,31,31-3123-9-0001,2,IAD,IAD,JJR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Under,Yes,SFO,1,1,1,0,0,0,0,0,31-3123-9-0001,3/8/2019,O,1,JJR,SFO,3,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3123,31,31-3123-9-0002,2,SMB,SFO,SMB,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Under,Yes,SFO,1,1,0,0,0,0,0,0,31-3123-9-0002,3/2/2019,O,1,JJR,SFO,3,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3130,31,31-3130-9-0005,2,SMB,SFO,SMB,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,Under,Yes,SFO,0,1,0,0,0,0,0,0,31-3130-9-0005,3/8/2019,O,1,JJR,SFO,5,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3130,31,31-3130-9-0006,2,SMB,SFO,SMB,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,SFO,0,1,0,0,0,0,0,0,31-3130-9-0006,2/23/2019,O,1,IAD,IAD,1,0,1,0,0,0,0,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3130,31,31-3130-9-0007,2,EWR,EWR,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,16,1,0,0,1,0,0,0,31-3130-9-0007,3/10/2019,O,1,JJR,SFO,18,1,0,0,0,1,0,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3130,31,31-3130-9-0007,2,ORD,ORD,JJR,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,Under,Yes,SFO,16,1,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Mark Decker
3/12/2019,31,3130,31,31-3130-9-0007,2,SEA,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,16,1,0,0,1,0,0,0,31-3130-9-0007,3/11/2019,O,1,JJR,SFO,18,1,0,0,0,1,0,0,0,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3130,31,31-3130-9-0007,2,SMB,SFO,SMB,1,0,0,1,0,0,0,18,1,0,0,1,0,0,0,Under,Yes,SFO,1,1,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Mark Decker
3/12/2019,31,3132,31,31-3132-9-9001,0,IAD,IAD,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,3,1,3,0,0,0,0,0,31-3132-9-9001,3/10/2019,O,1,SMB,SFO,1,1,3,0,0,0,0,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3150,31,31-3150-9-0003,1,IAD,IAD,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,17,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Mark Decker
3/12/2019,31,3150,31,31-3150-9-0003,1,SEA,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,17,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Mark Decker
3/12/2019,31,3160,31,31-3160-9-0001,2,ORT,ORD,JJR,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Under,Yes,SFO,8,1,3,0,0,0,0,0,31-3160-9-0001,3/8/2019,O,1,SMB,SFO,1,1,3,0,0,0,0,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3161,31,31-3161-9-0001,1,IAD,IAD,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,40,4,3,0,1,0,1,0,31-3161-9-0001,3/10/2019,O,1,JJR,SFO,43,4,3,0,0,1,1,0,1,NULL,No,Mark Decker,Mark Decker
3/12/2019,31,3161,31,31-3161-9-0001,1,MOR,IAH,JJR,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Under,Yes,SFO,40,4,3,0,1,0,1,0,31-3161-9-0001,3/9/2019,O,1,JJR,SFO,43,4,3,0,0,1,1,0,2,NULL,No,Mark Decker,Mark Decker
3/12/2019,32,3211,31,31-3211-9-9008,0,SMB,SFO,SMB,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Under,Yes,SFO,1,1,0,0,0,0,0,0,31-3211-9-9008,10/15/2018,O,1,JJR,SFO,3,1,0,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3211,31,31-3211-9-9022,0,SMB,SFO,SMB,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,Under,Yes,SFO,1,1,0,0,0,0,0,0,31-3211-9-9022,9/28/2018,O,1,JJR,SFO,5,1,0,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3211,31,31-3211-9-9044,0,DEN,DEN,JJR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Under,Yes,SFO,3,1,1,0,0,0,0,1,31-3211-9-9044,11/28/2018,O,1,JJR,SFO,5,1,1,0,0,0,0,1,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3211,31,31-3211-9-9044,0,IAD,IAD,JJR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Under,Yes,SFO,3,1,1,0,0,0,0,1,31-3211-9-9044,11/26/2018,O,1,JJR,SFO,5,1,1,0,0,0,0,1,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3211,31,31-3211-9-9044,0,ORT,ORD,JJR,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,Under,Yes,SFO,3,1,1,0,0,0,0,1,31-3211-9-9044,11/26/2018,O,1,JJR,SFO,5,1,1,0,0,0,0,1,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3221,31,31-3221-9-9020,0,DEN,DEN,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,1,1,1,0,0,0,0,0,31-3221-9-9020,12/16/2018,O,1,ORJ,ORD,2,1,1,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3221,31,31-3221-9-9020,0,EWR,EWR,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,1,1,1,0,0,0,0,0,31-3221-9-9020,1/28/2019,O,1,ORJ,ORD,2,1,1,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3221,31,31-3221-9-9020,0,SMB,SFO,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,1,1,1,0,0,0,0,0,31-3221-9-9020,1/9/2019,O,1,ORJ,ORD,2,1,1,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3230,31,31-3230-9-0002,0,DEN,DEN,DEN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,DEN,1,1,0,0,0,0,0,0,31-3230-9-0002,2/10/2019,O,1,SMB,SFO,1,1,2,0,0,0,0,2,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3231,31,31-3231-9-9002,1,ORD,ORD,JJR,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Under,Yes,SFO,5,1,2,0,0,0,0,0,31-3231-9-9002,3/9/2019,O,1,SMB,SFO,1,1,2,0,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3232,31,31-3232-9-0001,1,DEN,DEN,ORJ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Under,Yes,ORD,1,1,0,0,0,0,0,0,31-3232-9-0001,12/22/2018,O,1,ORJ,ORD,2,1,0,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3232,31,31-3232-9-0001,1,ORT,ORD,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,1,1,0,0,0,0,0,0,31-3232-9-0001,2/23/2019,O,1,ORJ,ORD,2,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3244,31,31-3244-9-9001,1,MOR,IAH,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,5,1,1,0,0,0,0,0,31-3244-9-9001,3/6/2019,O,1,ORJ,ORD,6,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3244,31,31-3244-9-9001,1,SMB,SFO,ORJ,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,Under,Yes,ORD,5,1,1,0,0,0,0,0,31-3244-9-9001,3/8/2019,O,1,ORJ,ORD,6,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3244,31,31-3244-9-9005,1,DEN,DEN,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,1,0,0,0,0,0,31-3244-9-9005,2/19/2019,O,1,ORJ,ORD,4,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3244,31,31-3244-9-9005,1,IAD,IAD,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,1,0,0,0,0,0,31-3244-9-9005,2/10/2019,O,1,ORJ,ORD,4,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3244,31,31-3244-9-9005,1,MOR,IAH,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,1,0,0,0,0,0,31-3244-9-9005,1/15/2019,O,1,ORJ,ORD,4,1,1,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3244,31,31-3244-9-9005,1,SMB,SFO,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,1,0,0,0,0,0,31-3244-9-9005,1/10/2019,O,1,ORJ,ORD,4,1,1,0,0,0,0,0,1,NULL,Yes,Mark Decker,Nik Gilliam
3/12/2019,32,3245,31,31-3245-9-0002,2,DEN,DEN,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,9,1,1,0,0,0,0,0,31-3245-9-0002,2/24/2019,O,1,MOR,IAH,0,1,0,1,0,0,1,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3245,31,31-3245-9-0002,2,EWR,EWR,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,9,1,1,0,0,0,0,0,31-3245-9-0002,3/7/2019,O,1,JJR,SFO,11,1,1,0,0,0,0,0,1,Flip,No,Mark Decker,Nik Gilliam
3/12/2019,32,3245,31,31-3245-9-0002,2,LGA,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,9,1,1,0,0,0,0,0,31-3245-9-0002,3/3/2019,O,1,JJR,SFO,11,1,1,0,0,0,0,0,0,Flip,No,Mark Decker,Nik Gilliam
3/12/2019,32,3245,31,31-3245-9-0002,2,ORT,ORD,JJR,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,Under,Yes,SFO,9,1,1,0,0,0,0,0,31-3245-9-0002,3/10/2019,O,1,PDX,NULL,0,0,1,0,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3252,31,31-3252-9-0001,1,DEN,DEN,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,3,1,1,0,0,0,0,1,31-3252-9-0001,3/9/2019,O,1,JJR,SFO,5,1,1,0,0,0,0,1,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3252,31,31-3252-9-0001,1,MOR,IAH,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,3,1,1,0,0,0,0,1,31-3252-9-0001,2/10/2019,O,1,JJR,SFO,5,1,1,0,0,0,0,1,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3252,31,31-3252-9-9001,1,MOR,IAH,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,9,1,0,1,0,0,0,0,31-3252-9-9001,2/28/2019,O,1,ORJ,ORD,10,1,0,1,0,0,0,0,1,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,32,3252,31,31-3252-9-9001,1,SEA,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,9,1,0,1,0,0,0,0,31-3252-9-9001,2/15/2019,O,1,ORJ,ORD,10,1,0,1,0,0,0,0,0,NULL,No,Mark Decker,Nik Gilliam
3/12/2019,33,3341,31,31-3341-9-9001,1,DEN,DEN,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,31-3341-9-9001,3/8/2019,O,1,IAD,IAD,1,1,2,0,0,0,0,0,1,NULL,No,Mark Decker,Shannon Lepore
3/12/2019,33,3341,31,31-3341-9-9001,1,DFW,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,31-3341-9-9001,3/9/2019,O,1,ORJ,ORD,15,1,0,0,0,0,1,0,0,Flip,No,Mark Decker,Shannon Lepore
3/12/2019,33,3341,31,31-3341-9-9001,1,LGA,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,31-3341-9-9001,3/1/2019,O,1,ORJ,ORD,15,1,0,0,0,0,1,0,0,Flip,No,Mark Decker,Shannon Lepore
3/12/2019,33,3341,31,31-3341-9-9001,1,MEX,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,31-3341-9-9001,3/7/2019,O,1,ORJ,ORD,15,1,0,0,0,0,1,0,0,Flip,No,Mark Decker,Shannon Lepore
3/12/2019,33,3341,31,31-3341-9-9001,1,MSY,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,31-3341-9-9001,3/9/2019,O,1,ORJ,ORD,15,1,0,0,0,0,1,0,0,Flip,No,Mark Decker,Shannon Lepore
3/12/2019,33,3341,31,31-3341-9-9001,1,PDX,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Shannon Lepore
3/12/2019,33,3341,31,31-3341-9-9001,1,SEA,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,31-3341-9-9001,3/6/2019,O,1,ORJ,ORD,15,1,0,0,0,0,1,0,0,Flip,No,Mark Decker,Shannon Lepore
3/12/2019,33,3341,31,31-3341-9-9001,1,SMB,SFO,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,14,1,0,0,0,0,1,0,31-3341-9-9001,3/3/2019,O,1,ORJ,ORD,15,1,0,0,0,0,1,0,2,Flip,No,Mark Decker,Shannon Lepore
3/12/2019,33,3342,31,31-3342-9-9001,2,MEX,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,4,1,1,0,0,0,0,0,31-3342-9-9001,3/6/2019,O,1,JJR,SFO,6,1,1,0,0,0,0,0,0,NULL,No,Mark Decker,Shannon Lepore
3/12/2019,33,3342,31,31-3342-9-9001,2,MOR,IAH,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,4,1,1,0,0,0,0,0,31-3342-9-9001,2/27/2019,O,1,JJR,SFO,6,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Shannon Lepore
3/12/2019,33,3342,31,31-3342-9-9001,2,ORT,ORD,JJR,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Under,Yes,SFO,4,1,1,0,0,0,0,0,31-3342-9-9001,3/10/2019,O,1,JJR,SFO,6,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Shannon Lepore
3/12/2019,33,3342,31,31-3342-9-9001,2,SEA,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,4,1,1,0,0,0,0,0,31-3342-9-9001,3/6/2019,O,1,JJR,SFO,6,1,1,0,0,0,0,0,0,NULL,No,Mark Decker,Shannon Lepore
3/12/2019,33,3343,31,31-3343-9-9001,2,MOR,IAH,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,5,0,1,0,0,0,0,0,31-3343-9-9001,3/4/2019,O,1,SEA,NULL,0,1,2,0,0,0,0,0,1,NULL,No,Mark Decker,Shannon Lepore
3/12/2019,34,3411,31,31-3411-9-0003,0,DEN,DEN,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3411-9-0003,2/7/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3411,31,31-3411-9-0003,0,ORD,ORD,ORJ,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3411-9-0003,2/4/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3411,31,31-3411-9-0003,0,PDX,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Ryan Thompson
3/12/2019,34,3411,31,31-3411-9-0003,0,SMB,SFO,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3411-9-0003,2/7/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3417,31,31-3417-9-0001,1,ORD,ORD,ORJ,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,Under,Yes,ORD,10,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Ryan Thompson
3/12/2019,34,3417,31,31-3417-9-0001,1,SMB,SFO,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,10,1,0,0,0,0,0,0,31-3417-9-0001,3/6/2019,O,1,ORJ,ORD,11,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Ryan Thompson
3/12/2019,34,3417,31,31-3417-9-0003,1,ORD,ORD,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,1,1,0,0,0,0,0,0,31-3417-9-0003,2/24/2019,O,1,ORJ,ORD,2,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Ryan Thompson
3/12/2019,34,3423,31,31-3423-9-9001,1,MEX,LINE,ORJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,ORD,3,0,2,0,0,0,0,0,31-3423-9-9001,3/7/2019,O,1,ORJ,ORD,4,1,3,0,0,0,0,0,0,Flip,No,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0001,2,EWR,EWR,JJR,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,SFO,5,1,2,0,0,0,0,0,31-3431-9-0001,2/6/2019,O,1,JJR,SFO,7,1,2,0,0,0,0,0,1,Flip,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0001,2,ORT,ORD,JJR,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Under,Yes,SFO,5,1,2,0,0,0,0,0,31-3431-9-0001,2/9/2019,O,1,SMB,SFO,1,1,2,0,0,0,0,0,1,NULL,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0001,2,PDX,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,5,1,2,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Create SO,N/A,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0001,2,PHX,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,5,1,2,0,0,0,0,0,31-3431-9-0001,12/13/2018,O,1,JJR,SFO,7,1,2,0,0,0,0,0,0,Flip,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0001,2,SEA,LINE,JJR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under,Yes,SFO,5,1,2,0,0,0,0,0,31-3431-9-0001,8/20/2018,O,1,JJR,SFO,7,1,2,0,0,0,0,0,0,Flip,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0002,2,DEN,DEN,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3431-9-0002,2/27/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0002,2,MOR,IAH,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3431-9-0002,2/26/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0002,2,ORT,ORD,ORJ,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3431-9-0002,2/14/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,No,Mark Decker,Ryan Thompson
3/12/2019,34,3431,31,31-3431-9-0002,2,SMB,SFO,ORJ,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,ORD,3,1,0,0,0,0,0,0,31-3431-9-0002,2/9/2019,O,1,ORJ,ORD,4,1,0,0,0,0,0,0,1,NULL,Yes,Mark Decker,Ryan Thompson
3/12/2019,34,3436,31,31-3436-9-0001,1,ORD,ORD,ORJ,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Under,Yes,ORD,2,1,0,0,0,0,0,0,31-3436-9-0001,2/21/2019,O,1,IAH,IAH,0,0,1,0,0,0,0,0,1,NULL,No,Mark Decker,Ryan Thompson
3/12/2019,34,3443,31,31-3443-9-0001,2,DEN,DEN,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,2,1,1,0,0,0,0,0,31-3443-9-0001,2/24/2019,O,1,ORJ,ORD,3,1,1,0,0,0,0,0,1,NULL,No,Mark Decker,Ryan Thompson
3/12/2019,34,3443,31,31-3443-9-0001,2,IAH,IAH,ORJ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Under,Yes,ORD,2,1,1,0,0,0,0,0,31-3443-9-0001,9/18/2018,O,1,ORJ,ORD,3,1,1,0,0,0,0,0,1,NULL,Yes,Mark Decker,Ryan Thompson
3/12/2019,35,3515,31,31-3515-9-9001,2,ORD,ORD,JJR,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,SFO,10,1,2,0,0,0,0,0,31-3515-9-9001,3/10/2019,O,1,JJR,SFO,12,1,2,0,0,0,0,0,1,Flip,No,Robert Aten,Robert Aten
3/12/2019,35,3521,31,31-3521-9-9001,1,EWR,EWR,JJR,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Under,Yes,SFO,6,10,14,0,0,0,0,1,31-3521-9-9001,2/14/2019,O,1,IAD,IAD,1,1,3,0,0,0,0,0,1,NULL,No,Robert Aten,Robert Aten
